Brand,Price,Color,Condition,GPU,Processor Speed,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Screen Size (inch),Ram Size
hp,1200,black,Used,nvidia,4.7,windows,hdd/ssd,4000,2000,15.6,64
samsung,350,red,Used,intel,1.6,chrome,hdd/ssd,256,256,13.3,8
microsoft,175,silver,Used,intel,1.2,unknown,hdd/ssd,128,128,13.5,8
dell,875,blue,Used,intel,1.7,windows,ssd,0,1000,13.4,32
dell,360,black,Used,intel,2.4,windows,ssd,0,512,14,16
acer,103.3,other,Used,intel,2.16,windows,hdd,500,0,11.6,4
dell,2088,other,New,nvidia,4.7,windows,ssd,0,1000,15.6,16
dell,139,black,Used,intel,1.7,windows,ssd,0,512,13.3,16
hp,559,gold,New,intel,4.2,windows,hdd/ssd,2000,2000,14,64
hp,380,gray,Good - Refurbished,other,4,windows,ssd,0,256,15.6,8
lenovo,50,silver,Used,other,1.6,windows,hdd/ssd,2,32,14,2
acer,105.06,other,Used,other,1.6,windows,ssd,0,128,14,8
lenovo,175,black,Used,intel,1.6,windows,hdd/ssd,256,256,15.6,8
dell,200,black,Used,intel,2.4,windows,hdd/ssd,512,512,14,16
hp,285,silver,Used,intel,1.9,windows,ssd,0,256,14,16
microsoft,520,black,Used,other,1.8,windows,hdd/ssd,256,256,13,16
acer,79.1,other,Used,nvidia,2.3,windows,hdd,720,0,15.6,8
dell,230.2,other,Very Good - Refurbished,other,1.6,windows,ssd,0,256,14,8
lenovo,239,black,Used,amd,2,windows,hdd/ssd,512,512,14,32
hp,153,silver,Used,intel,1.6,windows,ssd,0,120,14,8
dell,140,black,Used,intel,1.1,windows,hdd/ssd,128,128,11.6,4
dell,160,black,Used,intel,2.4,windows,ssd,0,256,14,8
lenovo,198,other,Good - Refurbished,other,2.5,windows,ssd,0,256,14,16
hp,500,other,Open box,intel,1.2,chrome,ssd,0,128,13.5,8
hp,599,silver,New,other,2.4,windows,hdd/ssd,1000,1000,17.3,32
dell,200,black,Used,other,2.26,windows,hdd,1000,0,14.1,4
dell,1800,silver,Excellent - Refurbished,nvidia,3.8,windows,hdd/ssd,32,512,15.6,32
dell,50,other,Used,other,1.7,windows,ssd,0,120,15.6,4
hp,180,blue,Used,intel,1.1,chrome,hdd/ssd,64,64,14,4
dell,49,other,Used,other,1.1,windows,hdd/ssd,64,64,11.6,4
microsoft,119.94,silver,Used,intel,1.1,windows,hdd/ssd,64,64,10.5,4
lenovo,199,black,Very Good - Refurbished,other,2.9,windows,ssd,0,512,15.6,16
hp,360,silver,New,intel,2.4,windows,hdd/ssd,256,256,15.6,8
hp,199,other,Used,other,2.4,windows,hdd,500,0,14,4
dell,362,black,Very Good - Refurbished,intel,3.1,windows,hdd/ssd,256,256,15.6,32
lenovo,149,black,Used,intel,2.4,windows,hdd/ssd,256,256,15,16
lenovo,140,black,Used,other,2.9,windows,ssd,0,256,14,8
asus,380,black,Used,nvidia,2.7,windows,hdd/ssd,16,2000,15.6,16
hp,39,gray,Used,intel,1.1,chrome,hdd/ssd,16,16,11.6,4
dell,205,black,Very Good - Refurbished,intel,1.7,windows,ssd,0,512,14,16
hp,170,other,Used,other,2.4,windows,hdd/ssd,256,256,15.6,16
dell,825,silver,New,intel,3.9,windows,hdd/ssd,512,512,14,16
dell,449,black,Used,other,3.8,windows,hdd/ssd,1000,1000,17.3,32
hp,198,silver,Very Good - Refurbished,intel,1.7,windows,ssd,0,128,14,8
hp,265.5,silver,Good - Refurbished,amd,1.9,windows,ssd,0,1000,15,16
lenovo,299,black,Used,amd,2.3,windows,hdd/ssd,16,512,14,16
dell,297,black,Good - Refurbished,intel,2.4,windows,hdd/ssd,512,512,14,8
dell,363,black,Used,intel,1.9,windows,ssd,0,512,14,16
lenovo,585,black,Very Good - Refurbished,nvidia,3,windows,ssd,0,512,15.6,32
dell,150,black,Used,other,1.9,unknown,hdd/ssd,256,500,14,16
hp,199,silver,Used,intel,2.6,windows,hdd/ssd,256,256,14,8
lenovo,184.5,other,Good - Refurbished,intel,2.6,windows,ssd,0,128,14,8
lenovo,450,gray,Used,intel,1.3,windows,ssd,0,512,14,8
acer,89.94,other,Used,other,1.7,windows,hdd/ssd,256,256,11.6,4
lenovo,280,gray,Used,intel,1.2,windows,ssd,0,256,15.6,8
dell,175,silver,Used,intel,3,windows,hdd/ssd,500,500,14,8
lenovo,42,black,Used,other,1.6,chrome,hdd/ssd,16,16,11.6,4
lenovo,123,silver,Used,other,2.7,windows,hdd,500,0,14.1,8
dell,68,black,Used,other,2.48,chrome,hdd/ssd,16,16,11.6,4
dell,999,black,New,other,1.9,windows,hdd/ssd,2000,2000,17.3,16
dell,29.98,black,For parts or not working,other,2.8,windows,hdd,80,0,14,2
lenovo,535,gray,Used,intel,1.7,windows,ssd,0,512,14,16
lenovo,600,gray,Used,intel,3,windows,hdd/ssd,512,512,14,16
dell,980,black,Open box,nvidia,2.3,windows,ssd,0,512,16,16
lenovo,180,black,Used,intel,2.6,linux,hdd/ssd,500,500,14,8
hp,40,silver,Used,other,2.2,unknown,ssd,0,128,14,4
hp,199.9,silver,Used,intel,2.6,windows,hdd/ssd,512,512,14,16
lenovo,69,black,Good - Refurbished,other,2.1,windows,ssd,0,32,11.6,4
lenovo,100,black,Used,other,1.1,chrome,hdd/ssd,32,64,11.6,4
hp,629.5,silver,Certified - Refurbished,intel,4.7,windows,ssd,0,512,17.3,16
hp,147,black,Used,intel,2.8,windows,hdd/ssd,256,512,15.6,16
lenovo,164.2,other,Used,other,2.4,windows,ssd,0,256,14,8
dell,170,black,Used,intel,1.9,windows,hdd/ssd,256,256,12.5,8
hp,377.5,silver,Open box,amd,3.3,windows,hdd,512,0,17.3,8
lenovo,260,black,Used,intel,1.9,windows,hdd/ssd,256,512,14,8
dell,237.5,gray,Used,other,1.66,windows,hdd/ssd,256,256,15,4
lenovo,176,black,Used,other,1.6,windows,hdd/ssd,256,256,14,16
dell,175,black,Used,other,1.6,windows,hdd/ssd,16,256,13,16
acer,200,other,Used,other,1.1,windows,hdd/ssd,128,128,13.3,4
dell,263.2,other,Used,other,1.7,windows,ssd,0,256,12.5,16
acer,55,black,Used,intel,1.1,chrome,hdd/ssd,32,32,11.6,4
dell,800,gray,Excellent - Refurbished,intel,1.1,windows,ssd,0,512,13.3,16
lenovo,176,other,Used,intel,1.7,windows,ssd,0,256,14,8
hp,398,silver,New,other,2.6,windows,hdd/ssd,512,512,14,16
lenovo,50,black,Used,intel,1.83,chrome,hdd/ssd,16,16,11.6,4
lenovo,145,black,Used,other,2.5,windows,hdd,500,0,14,8
lenovo,190,black,Used,nvidia,2.6,windows,hdd/ssd,500,500,15.6,24
lenovo,66.5,black,Excellent - Refurbished,other,1.6,chrome,ssd,0,16,11.6,4
lenovo,180,black,Used,intel,3.6,windows,hdd/ssd,8,512,14.1,12
hp,300,silver,Used,intel,1.6,windows,hdd,12,0,17,12
hp,140,silver,Used,other,2.5,windows,hdd/ssd,500,500,15,8
dell,300,other,Used,other,2.3,unknown,hdd/ssd,240,240,15.6,8
dell,279,black,Very Good - Refurbished,intel,1.2,windows,hdd/ssd,1000,128,15.6,16
hp,276.5,other,Very Good - Refurbished,other,1.7,windows,ssd,0,256,13,8
lenovo,39.94,black,Used,intel,1.6,chrome,hdd/ssd,16,16,11.6,4
dell,155,black,Used,intel,1.1,windows,hdd/ssd,128,128,11.6,4
hp,650,gray,New,intel,2.3,windows,hdd/ssd,256,256,17.3,8
lenovo,360,black,Very Good - Refurbished,other,1.6,windows,hdd/ssd,512,500,15.6,32
hp,250,silver,Used,intel,2.6,windows,hdd/ssd,500,500,14,32
dell,279,black,Used,intel,2.6,windows,hdd/ssd,256,256,14,8
lenovo,51,black,Used,intel,2.6,chrome,hdd/ssd,32,32,11.6,4
dell,1450,black,Excellent - Refurbished,intel,2.6,windows,hdd/ssd,256,256,13.3,16
dell,159.8,orange,Used,other,2.6,windows,hdd/ssd,256,256,14,16
hp,330,silver,New,intel,1.2,windows,hdd/ssd,256,256,15.6,8
dell,319,silver,Used,intel,1.6,windows,ssd,0,256,12.3,8
hp,570,silver,Excellent - Refurbished,intel,1.8,windows,ssd,0,256,13.3,16
dell,141,black,Used,intel,2.2,windows,hdd/ssd,128,128,13.3,8
dell,960,silver,New,nvidia,2.7,windows,hdd/ssd,512,512,15.6,32
dell,252,other,Good - Refurbished,intel,2.6,windows,hdd,1000,0,15,32
dell,369,other,Used,other,2.4,windows,ssd,0,256,14,8
lenovo,219,other,Used,intel,1.7,windows,ssd,0,256,14,8
dell,220,gray,Good - Refurbished,intel,1.6,windows,ssd,0,512,13,16
lenovo,370,black,Very Good - Refurbished,intel,2.6,windows,hdd/ssd,512,512,15.6,32
dell,929,silver,Used,nvidia,2.4,windows,ssd,0,1000,16,16
lenovo,419,other,Used,other,1.7,windows,ssd,0,512,14,32
lenovo,300,black,Used,intel,4.6,windows,ssd,0,1000,14,8
lenovo,299,black,Very Good - Refurbished,nvidia,2.9,windows,ssd,0,512,15.6,16
lenovo,87,multicolor,For parts or not working,intel,1.2,windows,ssd,0,256,13,8
lenovo,82.44,other,Used,other,3.1,windows,hdd/ssd,128,128,13.3,4
hp,99.94,gray,Used,other,2.5,unknown,hdd,320,0,14,4
lenovo,184.5,other,Good - Refurbished,intel,2.6,windows,ssd,0,128,14,8
lenovo,225,black,Used,other,2.2,unknown,hdd/ssd,512,512,14,16
dell,290,black,Used,intel,2.9,windows,hdd/ssd,512,512,15.6,32
samsung,400,gray,Used,intel,1.6,chrome,ssd,0,256,13.3,8
hp,250,black,Used,intel,2.7,windows,hdd/ssd,256,256,16,8
lenovo,139,brown,Used,other,2.1,windows,hdd/ssd,256,256,15.6,8
hp,70,black,Used,other,2.16,chrome,hdd/ssd,16,16,14,4
hp,170,red,Used,intel,2.4,windows,hdd/ssd,128,128,15.6,4
dell,100,black,Used,intel,2.4,windows,hdd/ssd,512,512,14,16
lenovo,55,black,Used,intel,2.6,chrome,hdd/ssd,32,32,11.6,4
hp,120,silver,Used,intel,2.3,windows,hdd/ssd,512,512,13,16
dell,89,silver,Used,other,2.2,windows,hdd,80,0,14,2
dell,180,black,Used,other,2.3,windows,hdd/ssd,256,256,14,16
asus,520,blue,Used,intel,4.7,windows,ssd,0,512,15.6,16
acer,60,black,Very Good - Refurbished,other,1.6,linux,hdd/ssd,32,32,11.6,4
acer,60,black,Used,other,1.6,chrome,ssd,0,16,11.6,4
dell,159,black,Used,intel,3.4,windows,hdd/ssd,256,256,14,16
hp,180,silver,Very Good - Refurbished,intel,2.4,windows,hdd/ssd,256,256,14,16
lg,649,gray,Used,intel,2.9,windows,ssd,0,512,17,16
hp,55,brown,Used,other,1.66,windows,hdd,1,0,10.1,1
lenovo,230,black,Used,amd,2.1,windows,ssd,0,256,14,16
lenovo,740,black,Excellent - Refurbished,amd,3.3,windows,ssd,0,512,14,16
dell,599,other,Used,other,1.9,windows,hdd/ssd,512,512,11.6,16
lenovo,280,black,Excellent - Refurbished,intel,1.7,windows,hdd/ssd,500,500,14,16
lenovo,655,gray,Used,nvidia,3.3,windows,ssd,0,1000,14.5,32
dell,150,black,Used,other,2.4,windows,ssd,0,128,11,4
hp,370,silver,New,intel,2.4,windows,hdd/ssd,256,256,15.6,8
dell,80,black,Used,intel,2.5,windows,hdd,160,0,14.1,4
acer,399,silver,New,intel,1.1,windows,hdd/ssd,1000,1000,15.6,20
hp,599,silver,Very Good - Refurbished,intel,2.4,unknown,ssd,0,128,14,8
microsoft,355,platinum,Used,other,1.1,windows,ssd,0,256,12.3,8
dell,199,black,Used,intel,2.3,windows,ssd,0,250,14,12
acer,80,black,Excellent - Refurbished,other,1.1,chrome,hdd/ssd,32,32,11.6,4
dell,369,black,Very Good - Refurbished,intel,3.6,windows,hdd/ssd,512,512,14,16
hp,56,black,Used,intel,1.6,chrome,hdd/ssd,16,16,11.6,4
dell,284,gray,Used,intel,2,windows,hdd/ssd,256,256,15.4,4
hp,120,black,Used,amd,2,windows,hdd,1000,0,15,8
dell,280,other,Very Good - Refurbished,intel,3,windows,ssd,0,500,15.6,32
lenovo,105,black,Used,intel,2.6,windows,hdd/ssd,256,256,14.5,8
dell,750,black,New,other,2.5,windows,hdd/ssd,512,512,15.6,16
dell,98,black,Used,intel,1.6,unknown,hdd/ssd,500,256,14,8
lenovo,309.5,other,Very Good - Refurbished,other,1.8,windows,ssd,0,256,14,16
acer,40,black,Used,intel,1.6,chrome,hdd/ssd,32,32,11.6,4
dell,229,black,Used,intel,2.7,windows,hdd/ssd,1000,1000,14,16
lenovo,42,black,Used,other,2,chrome,hdd/ssd,16,16,11.6,4
dell,350,black,Used,intel,2.6,windows,ssd,0,128,12.5,8
lenovo,660,other,New,amd,2,windows,hdd/ssd,1000,1000,13,16
dell,368,other,Very Good - Refurbished,amd,1.9,windows,ssd,0,1000,15.6,16
hp,200,gray,Used,amd,1.6,chrome,ssd,0,32,14,4
dell,230,black,Used,intel,3.9,windows,hdd/ssd,512,512,14,32
lenovo,110,black,Open box,amd,1.1,windows,hdd/ssd,64,64,11.5,64
dell,105,black,Used,other,2.6,unknown,hdd/ssd,256,256,14,8
lenovo,85,black,Used,intel,2.66,windows,hdd,320,0,15.6,4
samsung,130,black,Used,intel,1.6,windows,hdd/ssd,128,128,11.6,4
lenovo,382,other,Used,intel,2.4,windows,ssd,0,512,13.3,8
asus,349,blue,Used,intel,1.5,windows,hdd/ssd,512,512,17.3,8
hp,325,silver,Used,amd,2.8,windows,hdd/ssd,512,512,15.6,16
lenovo,305,black,Used,other,2,windows,hdd/ssd,256,256,14,8
dell,103.4,black,Used,intel,2,windows,hdd,500,0,15.6,4
lenovo,299,black,Used,intel,1.7,windows,hdd/ssd,1000,1000,14,32
lenovo,490,gray,Used,intel,1.8,windows,hdd/ssd,1000,1000,14,16
dell,234.5,gray,Used,intel,2.5,windows,ssd,0,128,14,16
dell,480,black,Used,other,4.2,windows,hdd/ssd,2000,2000,14,64
lenovo,381,gray,Used,intel,2.4,windows,ssd,0,256,15.6,12
acer,72,black,Used,other,1.6,chrome,ssd,0,16,11.6,4
dell,300,black,Used,intel,1.9,windows,ssd,0,500,12.5,16
lenovo,115,black,Used,other,2.16,chrome,hdd/ssd,16,16,11.6,4
hp,281,silver,Used,intel,2.9,windows,hdd/ssd,128,128,14,4
lenovo,51,black,Used,intel,1.6,chrome,hdd/ssd,16,16,14,4
acer,199,other,Used,other,2.3,windows,hdd/ssd,256,256,12,8
dell,159,black,Used,intel,1.7,windows,ssd,0,2000,13.3,16
dell,120,black,Used,intel,3.6,windows,hdd/ssd,256,256,13.3,8
dell,527,other,Very Good - Refurbished,other,1.7,windows,ssd,0,256,14,16
dell,549,gray,Used,intel,1.1,chrome,hdd/ssd,32,32,11.6,4
hp,170,silver,Used,intel,2.6,windows,hdd/ssd,8,256,15.6,8
dell,600,black,Used,intel,1.7,windows,ssd,0,512,15.6,16
dell,40,black,Used,other,2.6,windows,hdd,320,0,14,4
lenovo,400,other,Excellent - Refurbished,other,2.8,windows,hdd/ssd,512,1000,14,32
hp,107.56,other,Used,other,1.5,windows,hdd/ssd,128,128,15.6,8
dell,229.6,gray,Open box,other,2.7,windows,ssd,0,128,11.6,4
asus,27.98,white,Used,other,1.6,chrome,hdd/ssd,16,16,11.6,4
lenovo,155,black,Used,other,1.6,unknown,hdd/ssd,256,256,12.5,8
dell,160,black,Used,other,2.2,windows,ssd,0,256,14,8
dell,280,black,Used,intel,2.6,windows,hdd/ssd,512,512,14,8
microsoft,799,silver,Open box,other,4.8,windows,hdd/ssd,256,256,13,16
asus,90,black,Used,intel,2.2,windows,hdd,160,0,15.6,8
acer,29,gray,Used,other,1,chrome,hdd/ssd,16,16,11.6,4
hp,389,black,Used,nvidia,2.7,windows,ssd,0,512,15.6,16
hp,506,other,Very Good - Refurbished,intel,4,windows,ssd,0,512,15.6,16
asus,600,black,Used,nvidia,2.6,windows,hdd/ssd,1000,1000,15.6,16
acer,199,other,Used,other,2.3,windows,hdd/ssd,256,256,12,8
lenovo,550,blue,Open box,intel,4.7,windows,hdd/ssd,512,512,15.6,12
dell,90,black,Used,intel,3.9,unknown,hdd/ssd,512,512,15.6,16
dell,126.5,other,Very Good - Refurbished,intel,2.5,windows,hdd,500,0,15,8
acer,430,black,Used,amd,2.1,windows,hdd/ssd,256,256,15.6,8
lenovo,362.2,other,Certified - Refurbished,intel,4.2,windows,hdd/ssd,512,512,13.3,16
hp,443,other,Used,amd,1.8,windows,ssd,0,1000,14,32
acer,506.2,other,Used,amd,2.1,windows,ssd,0,256,15.6,8
lenovo,400,other,Excellent - Refurbished,other,2.8,windows,hdd/ssd,512,1000,14,32
hp,239.1,other,Used,amd,1.6,windows,hdd/ssd,256,256,13.3,8
dell,442.8,other,Good - Refurbished,intel,4.6,windows,ssd,0,512,13.3,16
lenovo,246.8,other,Used,intel,3,windows,ssd,0,2000,14,32
dell,340,other,Used,intel,1.9,windows,hdd/ssd,1000,1000,15.6,32
samsung,49,black,Used,intel,1.6,chrome,hdd/ssd,16,16,11.6,2
hp,355.8,other,Used,intel,4.6,windows,ssd,0,512,13.3,16
dell,750,gray,Open box,other,1.7,windows,hdd/ssd,256,256,14,8
lenovo,170.9,other,Used,other,1.6,windows,ssd,0,256,15.6,8
dell,110,blue,Used,intel,2.6,windows,hdd/ssd,128,128,12,8
hp,50,purple,Used,other,1.6,windows,ssd,0,32,11.6,4
hp,114.94,black,Used,other,1.1,windows,hdd,500,0,15.6,4
dell,79.94,gray,Used,intel,2.7,windows,hdd/ssd,240,256,15.6,8
lenovo,179.5,gray,Used,intel,2.4,windows,hdd/ssd,128,128,14,8
lenovo,400,other,Very Good - Refurbished,other,2.8,windows,hdd/ssd,2000,2000,14,32
hp,220,black,Open box,intel,1.1,windows,ssd,0,128,14,8
microsoft,599,black,Used,other,1.8,windows,ssd,0,256,13,16
dell,269,silver,Used,intel,2.4,windows,ssd,0,512,14,8
hp,300,silver,Used,intel,2.4,windows,hdd/ssd,256,256,14,8
dell,330,other,Good - Refurbished,other,1.9,windows,hdd/ssd,512,512,13.3,16
hp,210,other,Very Good - Refurbished,other,2.5,windows,hdd/ssd,800,800,14,16
dell,90,black,Used,intel,2.5,windows,hdd,160,0,14.1,4
dell,248.5,gray,Used,intel,1.7,windows,ssd,0,120,13.3,8
hp,210,silver,Used,other,2.6,windows,hdd/ssd,256,256,11.6,8
asus,806,blue,Used,nvidia,3.2,windows,hdd/ssd,1000,1000,14,16
lenovo,699,black,Excellent - Refurbished,other,3,windows,ssd,0,512,14,16
hp,99,black,Used,amd,2,windows,hdd,750,0,15.6,4
dell,139,gray,Good - Refurbished,other,2.5,windows,ssd,0,128,14,8
lenovo,45,black,Used,other,1.6,chrome,hdd/ssd,16,16,11.6,4
dell,237.5,gray,Used,other,1.66,windows,hdd,500,0,15,4
dell,290,other,Very Good - Refurbished,other,1.9,windows,hdd/ssd,512,512,13,16
dell,140,black,Used,other,1.7,windows,hdd/ssd,512,256,14,16
dell,159.8,orange,Used,other,2.6,windows,hdd/ssd,256,256,14,16
acer,249.9,silver,Used,intel,4.1,windows,hdd/ssd,128,128,15.6,4
hp,199,black,Used,intel,2.2,windows,hdd/ssd,256,256,15.6,16
lenovo,570,blue,Open box,intel,4.7,windows,hdd/ssd,512,512,15.6,12
dell,167,other,Used,intel,2.6,windows,hdd/ssd,250,240,12.5,16
samsung,38,black,Used,intel,2.5,chrome,hdd/ssd,16,16,11.6,4
asus,1617,black,Used,intel,2.3,windows,ssd,0,1000,16,16
dell,107.94,black,Used,intel,2.4,windows,ssd,0,256,14,8
hp,54,black,Used,intel,1.6,chrome,hdd/ssd,16,16,11.6,4
asus,295,gray,Used,nvidia,2.4,windows,hdd/ssd,500,500,15,16
hp,720,black,New,intel,5,windows,ssd,0,4000,15.6,64
dell,190,other,Used,other,2.1,windows,ssd,0,1000,14,16
hp,650,black,Used,intel,1.8,windows,ssd,0,512,15.6,16
dell,90,black,Used,intel,1.1,windows,hdd/ssd,128,128,11.6,4
asus,42,gray,Used,other,1.6,chrome,hdd/ssd,16,16,11.6,4
microsoft,739,black,Used,amd,2,windows,hdd/ssd,512,512,15,8
lenovo,95,black,Used,intel,2.4,windows,hdd/ssd,465,256,14,8
lenovo,630,gray,Certified - Refurbished,intel,1.3,windows,ssd,0,512,15.6,16
dell,150,black,Used,intel,2.4,windows,hdd/ssd,128,512,14,16
dell,85,black,Used,other,2.3,windows,ssd,0,128,12.5,8
hp,699.5,blue,Very Good - Refurbished,intel,4.1,windows,ssd,0,512,15.6,16
dell,87,other,Used,intel,2.4,windows,ssd,0,512,14,8
lenovo,600,gray,Used,nvidia,3.3,windows,hdd/ssd,256,256,15.6,8
lenovo,84.94,black,Used,other,2.6,windows,hdd,500,0,14,8
hp,454.2,blue,Open box,amd,4.3,windows,hdd/ssd,512,512,15.6,8
dell,489,silver,Very Good - Refurbished,nvidia,1.8,windows,hdd,2000,0,17.3,16
hp,27.98,black,Used,other,1.66,unknown,hdd,1000,0,10.1,1
lenovo,225,black,Used,other,1.7,windows,hdd/ssd,256,256,15,4
lenovo,1012.5,other,Used,nvidia,2.5,windows,hdd/ssd,512,512,15.6,8
lenovo,150,black,Used,intel,1.2,unknown,hdd/ssd,256,256,12,8
dell,144.9,black,Good - Refurbished,intel,2.6,windows,ssd,0,256,14,8
dell,375,black,Used,intel,1.7,windows,hdd/ssd,256,256,12,8
dell,35,black,Used,other,1.4,chrome,hdd/ssd,16,16,11.6,4
dell,600,black,Used,intel,2.4,windows,hdd/ssd,2000,2000,17.3,16
dell,420,other,Very Good - Refurbished,intel,1.9,windows,hdd/ssd,1000,1000,15.6,32
lenovo,188,black,Used,intel,1.6,windows,hdd/ssd,256,256,14,8
hp,100,black,Used,intel,2.4,windows,hdd/ssd,500,128,15.6,8
dell,230,black,Good - Refurbished,other,2.4,windows,hdd/ssd,1000,1000,14,16
dell,100,black,Used,other,2.8,windows,hdd/ssd,64,64,11,16
lenovo,560,black,Open box,other,2.8,windows,hdd/ssd,512,512,15.6,16
dell,299,bronze,Good - Refurbished,amd,2.1,windows,hdd/ssd,256,256,14,8
dell,249,other,Used,intel,1.7,windows,hdd/ssd,256,256,13.3,8
dell,157.5,black,Used,other,2.4,windows,ssd,0,512,12.5,12
lenovo,911,black,Used,intel,1.6,windows,ssd,0,256,15.6,8
acer,273,silver,Open box,other,3.5,windows,hdd/ssd,128,128,15.6,4
lenovo,350,other,Used,amd,1.7,unknown,hdd/ssd,512,512,14,16
lenovo,160,other,Used,other,2.6,windows,hdd/ssd,256,256,14,8
dell,90,black,Used,intel,1.6,windows,hdd,500,0,15.6,4
lenovo,190,black,Used,intel,2.4,windows,ssd,0,512,14,16
dell,180,black,Used,intel,1.9,windows,hdd/ssd,512,512,14,16
dell,87.3,black,Used,intel,1.1,windows,hdd/ssd,128,128,11.6,4
dell,80,other,Used,intel,2.3,unknown,ssd,0,256,13.3,8
lenovo,90,black,Used,intel,3.3,windows,ssd,0,512,14,16
hp,370,silver,New,intel,2.4,windows,hdd/ssd,256,256,15.6,8
hp,200,multicolor,Good - Refurbished,intel,1.8,windows,hdd/ssd,256,256,15.6,16
lenovo,170,other,Excellent - Refurbished,intel,2.4,windows,hdd/ssd,256,256,14,12
lenovo,370,black,Used,amd,1.7,windows,hdd/ssd,512,512,14,32
microsoft,198,silver,Used,intel,1.7,windows,ssd,0,256,13.5,8
acer,70,black,Very Good - Refurbished,other,1.6,linux,hdd/ssd,32,32,11.6,4
dell,316,other,Used,intel,1.6,windows,ssd,0,256,14,16
lg,425,black,Used,intel,4.7,windows,hdd/ssd,512,512,14,16
acer,50,gray,Good - Refurbished,intel,1.4,chrome,hdd/ssd,16,16,11.6,4
lenovo,150,black,Used,intel,2.1,windows,hdd/ssd,500,128,14,8
microsoft,270,gray,Used,intel,1.9,windows,ssd,0,512,12.3,16
hp,30.48,black,Used,other,1.6,chrome,hdd/ssd,16,16,11.6,4
dell,440,silver,Used,other,2.6,windows,ssd,0,1000,15.6,16
lenovo,200,other,Used,other,2.1,windows,hdd,256,0,14,8
lenovo,230,black,Used,intel,2.6,windows,ssd,0,512,14,16
microsoft,255,black,Used,intel,1.1,windows,hdd/ssd,128,128,12.3,8
asus,780.5,black,Used,nvidia,2.6,unknown,hdd,16,0,15.6,16
lenovo,250,gray,Good - Refurbished,intel,1.6,windows,hdd,1000,0,15.6,16
hp,49,other,Used,intel,1.4,chrome,hdd/ssd,16,16,14,4
hp,519.5,blue,Used,amd,4.2,windows,hdd/ssd,512,512,14,16
dell,349,blue,Very Good - Refurbished,intel,1.2,windows,ssd,0,512,15.6,12
hp,120,silver,Used,amd,1.8,windows,hdd/ssd,512,512,14,8
lg,499,white,Used,intel,3,windows,hdd/ssd,256,256,14,8
acer,129,black,Used,other,2.48,chrome,hdd,32,0,11.6,4
dell,21.95,other,Used,amd,2,windows,hdd/ssd,500,180,15.4,4
dell,199,silver,Used,other,1.7,windows,hdd/ssd,512,512,15.6,16
microsoft,570,black,Used,other,3,windows,ssd,0,256,13,16
hp,115,black,For parts or not working,intel,2.16,chrome,hdd/ssd,16,16,11.6,4
lenovo,300,silver,Used,other,2.1,windows,hdd/ssd,16,476,14,16
hp,110,silver,Used,intel,2.4,windows,hdd,500,0,15.6,8
lenovo,163.2,black,Used,intel,2.6,windows,hdd,500,0,15.6,8
dell,240,black,Used,intel,2.4,windows,hdd,8,0,14,8
hp,69.9,other,Used,other,2.4,unknown,ssd,0,256,13.9,8
hp,479.5,gray,Certified - Refurbished,intel,4.6,windows,ssd,0,256,15.6,8
dell,1900,black,Excellent - Refurbished,intel,1.8,windows,hdd/ssd,1000,1000,14,32
dell,360,gray,Excellent - Refurbished,intel,1.6,windows,ssd,0,512,13.3,16
hp,259,red,Used,intel,1.8,windows,hdd/ssd,128,128,15.6,4
hp,179,other,Used,other,2.2,windows,hdd,750,0,15.6,8
