Brand,Price,Color,Condition,GPU,Processor Speed,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Screen Size (inch),Ram Size
lenovo,231,black,Used,intel,2.4,windows,hdd/ssd,512,256,14,16
dell,1050,silver,Excellent - Refurbished,intel,2.8,windows,hdd/ssd,256,256,15.6,16
dell,200,black,Used,other,1.6,windows,hdd/ssd,512,512,13.3,16
dell,380,silver,Used,amd,4.3,windows,hdd/ssd,512,512,14,16
hp,325,silver,New,intel,4.1,windows,hdd/ssd,256,256,15.6,8
hp,44,other,Used,intel,1.6,chrome,hdd/ssd,32,32,11.6,4
hp,300,silver,Used,intel,4.3,windows,hdd/ssd,256,256,15.6,16
samsung,175,silver,Used,intel,2.5,windows,ssd,0,128,14,4
lenovo,119,black,Used,intel,2.4,windows,ssd,0,128,14,12
dell,179,black,Very Good - Refurbished,other,2.2,windows,hdd,1000,0,15.6,6
hp,415,other,Used,intel,1.9,windows,hdd/ssd,1000,128,13,16
dell,209,other,Used,nvidia,2.7,windows,ssd,0,256,15.6,16
dell,750,other,Open box,other,2.6,windows,hdd/ssd,256,256,14,32
dell,90,black,Used,intel,1.6,windows,hdd,500,0,15.6,4
lg,310,white,Used,intel,1.2,windows,ssd,0,256,14,8
dell,45,black,Used,amd,2.16,chrome,hdd/ssd,4,16,11.6,4
hp,319.5,silver,Certified - Refurbished,amd,4.1,windows,ssd,0,256,17,8
lenovo,150,black,Used,other,2.5,windows,ssd,0,256,15.6,16
hp,315,gray,New,intel,4.1,windows,hdd/ssd,256,256,15.6,8
hp,650,gray,New,intel,2.3,windows,hdd/ssd,256,256,17.3,8
lenovo,680,silver,Certified - Refurbished,amd,2,windows,ssd,0,1000,15.6,40
dell,350,gray,Used,intel,2.8,windows,hdd/ssd,512,512,14,16
dell,399,silver,Used,other,1.6,windows,hdd/ssd,512,512,15.6,8
lenovo,56.06,black,Used,intel,2.9,windows,hdd/ssd,240,240,14,12
hp,330,silver,New,intel,1.2,windows,hdd/ssd,256,256,15.6,8
lenovo,699,black,New,amd,4.3,windows,hdd/ssd,2000,2000,15.6,40
dell,599,other,New,intel,3,windows,hdd/ssd,16,256,14,16
hp,110,silver,Used,intel,2.4,windows,hdd/ssd,256,256,14,16
dell,600,other,Excellent - Refurbished,other,3.1,unknown,hdd/ssd,1000,1000,17.3,32
hp,320,silver,Used,intel,2,windows,hdd/ssd,256,256,14,8
hp,150,gray,Used,intel,1.6,chrome,ssd,0,16,11.6,4
dell,425,gray,Used,intel,2.5,windows,hdd/ssd,500,500,17.3,16
dell,53,black,Very Good - Refurbished,intel,2.16,chrome,hdd/ssd,16,16,11.6,4
hp,243,silver,Used,intel,2.1,windows,hdd/ssd,256,256,14,8
dell,740,gray,Open box,intel,1.6,windows,ssd,0,512,15.6,16
hp,749.5,silver,Used,intel,1.8,windows,hdd/ssd,512,512,14,16
hp,260,other,Very Good - Refurbished,other,2.4,windows,hdd/ssd,512,512,14,16
lenovo,149,black,Used,other,2.6,windows,hdd/ssd,256,256,13.3,16
dell,450,other,Good - Refurbished,intel,2.6,windows,ssd,0,1000,11.6,16
hp,670,silver,Open box,intel,2.1,windows,ssd,0,1000,17.3,16
dell,140,black,Used,intel,3.9,windows,hdd/ssd,512,512,14,32
dell,199,black,Very Good - Refurbished,intel,1.9,windows,hdd/ssd,256,256,14,16
lenovo,180,other,Very Good - Refurbished,other,2.6,windows,hdd/ssd,512,512,14,12
hp,30,other,Used,other,2.1,linux,hdd/ssd,160,250,15.4,2
dell,189,other,Good - Refurbished,intel,2.7,windows,ssd,0,512,14,8
dell,234.5,gray,Used,intel,2.5,windows,ssd,0,128,14,16
lg,850,blue,Used,intel,2.2,windows,ssd,0,512,15.6,16
acer,435,black,Used,nvidia,2.6,windows,hdd/ssd,256,256,15.6,16
lenovo,530,black,Excellent - Refurbished,intel,3,windows,ssd,0,256,13.3,16
dell,575,multicolor,Open box,other,2.8,windows,ssd,0,1000,13.3,8
microsoft,255,black,Used,intel,1.1,windows,hdd/ssd,128,128,12.3,8
dell,21.95,other,Used,amd,2,windows,hdd/ssd,500,180,15.4,4
acer,399,gray,New,intel,3,windows,hdd/ssd,256,256,17.3,8
lenovo,800,green,Used,amd,2,windows,ssd,0,1000,13.3,16
dell,216,other,Good - Refurbished,nvidia,2.7,windows,ssd,0,512,15.6,16
lenovo,200,multicolor,Used,mali,2,chrome,ssd,0,128,10.1,4
dell,300,gray,Used,nvidia,2.8,windows,hdd/ssd,1000,256,15,8
hp,120,silver,Used,amd,1.8,windows,hdd/ssd,512,512,14,8
dell,300,silver,Used,other,2.1,windows,hdd/ssd,128,128,13.3,8
lenovo,720,black,Used,intel,2.1,windows,hdd/ssd,256,256,13,16
hp,125,other,Used,other,2.6,unknown,hdd/ssd,500,500,15.5,16
dell,103.4,black,Used,intel,2,windows,hdd,500,0,15.6,4
dell,80,black,Used,intel,3,windows,hdd,500,0,14,4
lenovo,112.5,black,Used,other,2.9,windows,hdd,500,0,14,8
dell,400,black,Excellent - Refurbished,other,2.8,windows,hdd/ssd,1000,1000,15.6,32
dell,363,black,Used,intel,1.9,windows,hdd/ssd,256,256,14,16
dell,100,black,For parts or not working,intel,2.3,unknown,hdd,8,0,14,8
microsoft,510,black,Open box,other,3,windows,hdd/ssd,8,128,13,8
hp,220,black,Open box,intel,1.1,windows,ssd,0,128,14,8
hp,100,black,Used,intel,2.6,windows,ssd,0,256,15.6,8
hp,325,silver,Used,amd,2,windows,ssd,0,512,15.6,16
hp,355.8,other,Used,intel,4.6,windows,ssd,0,512,13.3,16
lenovo,170.9,other,Used,other,1.6,windows,ssd,0,256,15.6,8
hp,619,other,Used,intel,1.3,windows,hdd/ssd,256,256,15.6,8
lenovo,100,gray,Used,amd,2.2,windows,ssd,0,32,14,16
lenovo,445,black,Excellent - Refurbished,nvidia,1.8,windows,ssd,0,512,15.6,32
lg,649,silver,Used,intel,3.4,windows,ssd,0,1000,16,16
acer,350,silver,Used,intel,1.1,windows,ssd,0,256,13.5,8
dell,360,black,Used,intel,1,windows,hdd/ssd,256,256,15.6,8
dell,199,other,Used,other,2.7,windows,hdd/ssd,512,512,15.6,16
lenovo,125.94,black,Good - Refurbished,intel,2.2,windows,hdd,500,0,14,4
dell,119,other,Used,other,1.9,windows,ssd,0,256,14,8
dell,675,black,Open box,intel,4.7,windows,ssd,0,512,15.6,16
lenovo,160,gray,For parts or not working,intel,1.1,windows,hdd/ssd,128,128,14,4
lenovo,490,black,Used,intel,1.2,windows,hdd/ssd,256,256,15.6,8
dell,1483,black,New,intel,2.4,windows,hdd/ssd,512,512,14,16
dell,129,black,Used,other,2.4,windows,ssd,0,256,15,8
dell,200,silver,Used,intel,2.5,unknown,hdd/ssd,1000,1000,15.6,8
microsoft,100,silver,For parts or not working,intel,1.7,windows,hdd/ssd,256,256,13.5,8
hp,260,silver,Used,intel,2,windows,ssd,0,256,17.3,8
hp,62.94,black,Used,intel,2.3,windows,hdd/ssd,1000,1000,15.6,6
hp,443,other,Used,amd,1.8,windows,ssd,0,1000,14,32
lenovo,100,gray,Used,amd,2.2,windows,ssd,0,32,14,16
dell,550,gray,Used,nvidia,3.3,windows,ssd,0,512,15.6,8
hp,130,other,Used,other,2.3,unknown,hdd,320,0,14,8
hp,84.94,gray,Used,intel,2.3,windows,ssd,0,128,11.6,8
lenovo,220,other,Excellent - Refurbished,intel,2.4,windows,hdd/ssd,512,512,14,12
hp,429,silver,New,intel,4.1,windows,hdd/ssd,1000,1000,15.6,32
dell,110,black,Used,intel,1.7,windows,hdd/ssd,256,256,12.3,8
dell,722,gray,Open box,other,1.1,windows,ssd,0,512,13.3,32
hp,164.5,black,Good - Refurbished,other,1.9,windows,ssd,0,256,14,8
lenovo,100,black,Used,intel,2.4,windows,hdd/ssd,250,256,15.6,8
dell,409.8,black,Used,intel,2.5,windows,ssd,0,256,15.6,8
hp,39,other,Used,other,2.16,windows,hdd,4,0,15,4
dell,235,black,Used,other,1.9,windows,hdd/ssd,512,512,12,16
hp,240,silver,Used,amd,2.3,unknown,ssd,0,512,14,16
lenovo,280,black,Used,intel,1.8,windows,hdd/ssd,256,256,15.6,16
hp,229.9,red,Open box,other,3.7,windows,ssd,0,128,15.6,4
asus,78.6,other,Used,other,1.8,windows,hdd,500,0,11.6,4
dell,890,black,Used,nvidia,5,windows,ssd,0,1000,16,16
hp,229,silver,Used,other,1.6,windows,ssd,0,512,14,16
lenovo,89,black,Used,intel,2.6,windows,hdd,500,0,14,8
acer,43,gray,Good - Refurbished,intel,1.4,chrome,hdd/ssd,16,16,11.6,2
dell,300,black,Excellent - Refurbished,intel,1.9,windows,hdd/ssd,1000,1000,14,32
lenovo,400,black,Used,other,2.08,windows,hdd/ssd,1000,1000,15.6,32
dell,125.94,black,Used,intel,2.4,windows,hdd/ssd,512,256,14,8
hp,495,other,New,intel,2.6,windows,hdd/ssd,256,256,14,16
dell,130,black,Used,intel,2.6,windows,hdd/ssd,128,128,14,16
hp,175,brown,Used,amd,2.67,windows,hdd/ssd,1000,1000,17.3,8
dell,710,gray,Excellent - Refurbished,intel,1.8,windows,hdd/ssd,512,512,15.6,16
hp,799,other,Used,intel,1.3,chrome,hdd/ssd,128,128,13.5,8
dell,200,black,Used,intel,2.4,windows,hdd/ssd,512,512,14,16
lenovo,190,black,Used,intel,1.7,windows,hdd,1000,0,12.1,4
dell,189,black,Very Good - Refurbished,intel,2.4,windows,hdd,1000,0,15.6,6
hp,816,silver,Used,intel,4.4,windows,hdd/ssd,256,256,16,16
lenovo,299,blue,Open box,intel,1.7,windows,ssd,0,256,14,8
acer,499.5,silver,Used,amd,2.8,windows,hdd/ssd,512,512,15.6,16
dell,260,other,Good - Refurbished,intel,2.4,windows,ssd,0,512,14,16
hp,160,silver,Used,intel,2.4,windows,ssd,0,256,14,16
dell,49,black,Used,amd,1.6,chrome,hdd/ssd,32,32,11.6,4
acer,2348,gray,Used,nvidia,5,windows,hdd/ssd,1000,1000,16,32
dell,40,black,Used,other,2.3,windows,hdd,320,0,14,4
lenovo,250,black,Used,intel,1.9,windows,hdd/ssd,256,256,14,24
dell,500,black,Used,intel,2.8,windows,hdd/ssd,1000,1000,15.6,16
dell,189.8,other,Used,other,2.2,windows,hdd/ssd,256,256,14,8
dell,296.2,other,Excellent - Refurbished,intel,1.6,windows,hdd/ssd,512,512,14,16
dell,588.5,other,Used,other,3.9,windows,hdd,500,0,15.6,4
dell,759,other,Very Good - Refurbished,intel,4.9,windows,ssd,0,512,13.3,16
hp,1200,black,Used,nvidia,4.7,windows,hdd/ssd,4000,2000,15.6,64
lenovo,253.1,other,Used,intel,3.7,windows,ssd,0,256,15.6,8
dell,400,silver,Used,nvidia,2.8,windows,hdd/ssd,512,512,17,16
hp,65,brown,Used,intel,2.5,windows,hdd,500,0,14,8
dell,200,black,Used,intel,2.7,windows,hdd/ssd,1000,1000,14.1,8
dell,98.7,gray,Used,intel,1.8,windows,ssd,0,160,13,8
dell,120,silver,Used,other,2.5,windows,hdd,1000,0,15.5,8
lenovo,230,black,Used,intel,2.6,windows,ssd,0,512,14,16
dell,140,black,Used,intel,2.7,windows,hdd,8,0,14,8
hp,170,silver,Used,amd,2.6,windows,hdd/ssd,256,256,15.6,8
hp,415,other,Used,intel,1.9,windows,hdd/ssd,1000,128,13,16
dell,125,black,Used,intel,2.6,windows,hdd/ssd,256,256,12.5,16
dell,670,gray,Used,other,3.6,windows,hdd/ssd,512,512,13.3,16
hp,940,silver,Excellent - Refurbished,intel,3.5,windows,ssd,0,2000,15.6,64
dell,130,black,Used,intel,2.5,windows,ssd,0,128,12.4,8
hp,479.5,gray,Certified - Refurbished,intel,4.6,windows,ssd,0,256,15.6,8
hp,139,other,Used,intel,2.16,chrome,ssd,0,16,14,4
asus,1500,black,Used,nvidia,2.3,windows,ssd,0,1000,15.6,32
dell,234.1,other,Good - Refurbished,intel,2.6,windows,ssd,0,256,12.5,8
hp,90,silver,Used,intel,2.5,windows,hdd/ssd,128,128,12.3,8
dell,165,other,Used,other,2,windows,hdd,80,0,14.1,3
lenovo,25.5,black,Used,intel,1.83,chrome,hdd/ssd,16,16,11.6,4
hp,35,silver,Used,amd,1.1,chrome,hdd/ssd,64,64,14,4
dell,889,silver,New,other,5,windows,hdd/ssd,512,512,14,16
dell,150,other,Used,other,2,windows,hdd,80,0,14.1,3
dell,35,black,For parts or not working,other,2.3,unknown,hdd/ssd,128,128,12.5,8
hp,135,other,Used,other,2.1,windows,hdd,16,0,14,16
dell,100,black,Used,other,2.8,windows,hdd/ssd,512,64,14,16
dell,570,multicolor,Open box,other,1.3,windows,ssd,0,512,16,8
acer,50,gray,Used,intel,1.4,chrome,hdd/ssd,16,16,11.6,2
acer,63,other,Good - Refurbished,other,2.1,chrome,hdd/ssd,32,32,13.3,4
dell,99,black,Used,intel,1.1,windows,hdd/ssd,128,128,11.6,4
hp,539,silver,Certified - Refurbished,amd,1.9,unknown,hdd/ssd,1000,1000,14,16
hp,339,black,Used,other,2.1,windows,hdd/ssd,256,256,15.6,16
lenovo,530,black,Used,other,3,windows,hdd/ssd,512,512,13.3,16
microsoft,150,other,Used,other,2.6,unknown,hdd/ssd,256,256,13.3,8
dell,575,green,Used,intel,4.7,windows,hdd/ssd,1000,1000,16,40
lenovo,190,black,Used,intel,2.4,windows,ssd,0,512,14,16
lenovo,220,other,Excellent - Refurbished,intel,2.4,windows,hdd/ssd,512,512,14,12
dell,95,black,Used,other,2.7,unknown,hdd,8,0,15.6,8
dell,263.2,other,Very Good - Refurbished,intel,1.6,windows,hdd/ssd,256,256,14,16
lenovo,100,black,Used,intel,2.4,windows,hdd/ssd,250,256,15.6,8
microsoft,355,platinum,Good - Refurbished,other,1.1,windows,ssd,0,256,12.3,8
microsoft,240,black,Used,other,1.7,windows,hdd/ssd,256,256,12.1,8
dell,40,other,Used,other,2,unknown,hdd,250,0,15.6,4
dell,1450,black,Excellent - Refurbished,intel,2.4,windows,hdd/ssd,512,512,14,32
hp,820,silver,New,intel,1.6,windows,hdd/ssd,1000,1000,13.3,8
dell,170,multicolor,Used,intel,2.4,windows,hdd,160,0,14.1,4
lenovo,199,black,Used,amd,2,windows,hdd/ssd,512,512,14,16
hp,160,silver,For parts or not working,other,2.4,unknown,hdd,8,0,15.6,8
dell,450,black,Used,intel,3,unknown,hdd/ssd,256,256,14,16
lenovo,115,gray,Used,other,2,chrome,hdd/ssd,128,128,10.1,4
hp,190,silver,Used,intel,1.6,windows,hdd/ssd,256,256,14,16
lenovo,500,black,Used,nvidia,3,windows,ssd,0,256,15.6,8
microsoft,299,silver,Used,intel,2.6,windows,hdd/ssd,256,256,12.3,8
microsoft,150,silver,For parts or not working,intel,1.2,windows,hdd/ssd,128,128,12.3,4
dell,450,multicolor,Used,nvidia,2.5,windows,hdd/ssd,1000,256,15.6,8
dell,199,other,Used,other,2.7,windows,hdd/ssd,512,512,15.6,16
dell,169,black,Used,intel,1.9,windows,hdd/ssd,512,512,14,16
acer,375.2,black,Used,intel,1.1,chrome,hdd/ssd,32,32,12,4
lenovo,1019,gray,Used,intel,1.7,windows,hdd/ssd,512,512,14,8
dell,180,black,Used,intel,2.8,windows,ssd,0,256,15.6,8
hp,218.9,black,Used,amd,2.4,windows,ssd,0,128,14,4
dell,200,silver,Used,intel,2.5,unknown,hdd/ssd,1000,1000,15.6,8
hp,200,other,Used,other,2.5,unknown,hdd/ssd,256,256,15.6,8
lenovo,175,other,Used,other,2.5,windows,hdd/ssd,256,256,14,16
dell,329,silver,Used,nvidia,2.7,windows,hdd/ssd,512,512,15.6,16
microsoft,250,silver,Used,nvidia,2.6,windows,hdd/ssd,512,512,13.5,16
dell,89,black,Used,other,2.4,windows,ssd,0,128,12.5,8
dell,125,silver,Used,other,2.16,windows,ssd,0,128,17,2
hp,24.98,silver,Used,intel,2.3,windows,hdd/ssd,240,240,14,8
lenovo,119,black,Used,intel,1.9,windows,hdd/ssd,256,256,14,8
acer,49,black,Good - Refurbished,intel,2.16,chrome,hdd/ssd,16,16,11.6,4
lenovo,288.2,gray,Used,intel,2,windows,hdd/ssd,256,256,15.6,4
acer,89.94,other,Used,other,1.8,unknown,hdd,500,0,14,6
dell,1250,black,Very Good - Refurbished,intel,2.4,windows,hdd/ssd,256,256,14,8
hp,569,silver,Used,other,1.6,windows,hdd,1000,0,15.6,4
dell,820,black,Excellent - Refurbished,nvidia,2.3,windows,ssd,0,1000,16,16
dell,307,black,Very Good - Refurbished,intel,1.9,windows,ssd,0,512,15.6,16
dell,200,silver,Used,other,3.3,windows,hdd,500,0,14.1,8
hp,834.5,gray,Used,nvidia,2.8,windows,hdd/ssd,2000,1000,15.6,32
lenovo,171.5,black,Used,other,2.4,windows,ssd,0,256,14,8
lenovo,799,black,Open box,intel,4.4,windows,ssd,0,256,16,8
acer,400,black,Used,intel,2.3,windows,hdd/ssd,256,256,15.6,8
dell,500,black,Used,other,2.8,windows,hdd/ssd,1000,1000,15.6,16
hp,593,gray,For parts or not working,nvidia,1.8,windows,ssd,0,512,15.6,16
dell,249,black,Very Good - Refurbished,intel,1.2,windows,ssd,0,256,15.6,8
lenovo,280,gray,Used,intel,1.8,windows,hdd/ssd,256,256,14,8
dell,130,other,Used,other,1.23,windows,ssd,0,256,12.5,8
hp,389,silver,Used,intel,2.8,windows,hdd/ssd,512,512,15.6,16
dell,40,black,Used,other,1.4,chrome,hdd/ssd,16,16,11.6,4
dell,85,other,Used,nvidia,2.2,windows,ssd,0,128,15.6,8
dell,329,silver,Excellent - Refurbished,intel,2.4,windows,ssd,0,256,13.3,8
hp,360,silver,Used,other,4.1,windows,hdd/ssd,256,256,15.6,8
samsung,33,black,Used,intel,2.5,chrome,hdd/ssd,16,16,11.6,4
hp,184.2,silver,Used,other,2.3,windows,hdd/ssd,500,500,15.6,4
samsung,100,other,Used,other,2.6,unknown,hdd,6,0,15.6,6
microsoft,899,silver,Used,other,4.8,windows,hdd/ssd,16,256,13,16
dell,115,black,Used,intel,2.3,chrome,hdd/ssd,32,32,13.3,8
dell,165,black,Used,intel,1.7,windows,ssd,0,128,14,8
lenovo,219,other,Used,other,1.7,windows,ssd,0,256,14,8
dell,100,gray,Used,intel,2,windows,hdd/ssd,250,250,15.4,2
dell,296.8,silver,Used,other,4.2,windows,hdd/ssd,8,512,15.6,8
dell,759,gray,Used,intel,4.4,windows,hdd/ssd,512,512,14,16
hp,700,black,Open box,intel,2.3,windows,hdd/ssd,16,1000,16,16
dell,199,other,Used,other,1.6,windows,ssd,0,256,14,16
acer,250,gray,Used,other,2.5,windows,hdd/ssd,1000,1000,15.6,8
hp,200,silver,Used,intel,2.6,windows,hdd/ssd,512,512,14,16
lenovo,175,gray,Used,other,2,chrome,hdd/ssd,128,128,10.1,4
hp,444,silver,Open box,amd,2.3,windows,ssd,0,512,13.3,16
asus,439,blue,Used,other,3,windows,hdd/ssd,256,256,15.6,8
lenovo,149,black,Used,intel,2.3,windows,hdd/ssd,500,500,15.6,8
lenovo,160,other,Used,other,2.3,windows,hdd/ssd,256,256,12.5,8
hp,365,silver,Very Good - Refurbished,intel,1.8,windows,ssd,0,1000,15.6,32
asus,529,black,Open box,intel,2.5,windows,hdd/ssd,512,512,14,8
dell,239,silver,Used,nvidia,2.7,windows,hdd/ssd,512,512,15.6,16
samsung,203.8,silver,Used,intel,3.2,windows,hdd/ssd,256,256,14,4
hp,240,silver,Used,amd,2.3,windows,hdd/ssd,512,512,14,32
microsoft,380,black,Used,other,1.8,windows,ssd,0,128,13,8
dell,825,black,Used,amd,1.9,windows,ssd,0,1000,14,16
dell,800,silver,Used,amd,3.1,windows,ssd,0,1000,15.6,16
dell,130,black,Used,intel,2.6,windows,hdd/ssd,256,256,12.5,8
lenovo,350,black,Good - Refurbished,intel,1.8,windows,hdd/ssd,256,256,13,16
dell,159,black,Used,other,1.9,windows,hdd/ssd,8,256,12.5,8
lenovo,65,black,Used,other,1.6,windows,ssd,0,115,10.1,4
hp,155,black,New,intel,1.2,windows,hdd/ssd,128,128,12,4
dell,90,other,Used,other,2.6,windows,hdd/ssd,128,128,15.6,8
microsoft,180,silver,Used,intel,2.4,windows,ssd,0,256,12.3,8
hp,200,multicolor,Good - Refurbished,intel,1.8,windows,hdd/ssd,256,256,15.6,16
lenovo,95,black,Used,other,2.4,unknown,ssd,0,256,12.5,8
lenovo,220,black,Used,intel,1.6,windows,hdd/ssd,512,512,14,16
dell,82,other,Used,intel,2.4,windows,ssd,0,256,14,8
dell,175,black,Used,intel,2.6,windows,hdd/ssd,256,256,12.5,16
dell,599,black,Used,intel,2.6,windows,hdd/ssd,256,256,14,16
lenovo,40,black,For parts or not working,other,2.3,unknown,hdd,4,0,14,4
hp,800,silver,Used,intel,2.8,windows,ssd,0,512,15.6,16
dell,60,black,Used,other,2.3,windows,hdd,500,0,14,8
dell,119,black,Used,other,2.4,windows,ssd,0,256,14,8
dell,260,other,Good - Refurbished,intel,2.4,windows,ssd,0,512,14,16
asus,219,silver,Used,other,1.8,chrome,ssd,0,16,10.1,4
lenovo,129,black,Used,intel,2.4,windows,ssd,0,180,15.6,4
dell,425,green,Used,intel,4.7,windows,hdd/ssd,1000,1000,16,40
hp,290,gray,Very Good - Refurbished,intel,3.2,windows,hdd,500,0,15.6,8
hp,573,silver,Used,intel,1.3,windows,ssd,0,256,15.6,12
microsoft,485,silver,Used,intel,3,windows,ssd,0,512,13.5,16
dell,775,multicolor,Open box,other,3.6,windows,ssd,0,1000,13.3,16
dell,400,black,Used,nvidia,2.5,windows,hdd/ssd,512,512,15.6,32
dell,167.8,silver,Used,intel,2.4,windows,ssd,0,128,13.3,8
dell,980,silver,Certified - Refurbished,other,5.2,windows,hdd/ssd,256,256,15.6,16
lenovo,368,black,Used,intel,1.7,windows,ssd,0,512,14,16
dell,300,silver,Used,intel,2.8,windows,hdd/ssd,512,512,14,16
hp,45,gray,Used,intel,2.16,chrome,hdd/ssd,16,16,11.6,4
dell,300,black,Used,intel,2,windows,ssd,0,256,14,12
dell,695,black,Good - Refurbished,nvidia,2.6,windows,ssd,0,512,17.3,16
lenovo,695,black,Used,nvidia,2.6,windows,hdd/ssd,512,512,15.6,32
hp,120,silver,Used,intel,2.5,windows,hdd/ssd,240,240,14,8
dell,37,black,For parts or not working,other,2.4,unknown,hdd,250,0,14,2
dell,630,silver,Good - Refurbished,intel,2.5,windows,ssd,0,256,15.6,32
acer,64.94,black,Used,other,1.4,windows,hdd/ssd,128,128,11.6,2
lenovo,550,black,Used,intel,3,windows,ssd,0,512,14,16
lenovo,600,other,Used,nvidia,2.3,windows,hdd/ssd,512,512,15,16
dell,50,black,Used,intel,2.16,linux,hdd/ssd,16,16,11.6,4
lenovo,46,black,Used,other,1.6,linux,hdd/ssd,16,16,11.6,4
lenovo,110,black,Used,intel,2.6,windows,ssd,0,256,14,16
hp,193,silver,New,amd,2.6,windows,hdd/ssd,128,128,14,8
microsoft,180,silver,Used,intel,1.7,windows,hdd/ssd,256,256,13.5,16
hp,100,other,Used,other,2.5,windows,hdd/ssd,256,256,15.6,8
asus,299,green,Used,intel,2.8,windows,hdd/ssd,512,512,14,8
lenovo,200,black,Used,other,2.8,windows,hdd/ssd,512,512,14,16
lenovo,404,other,Used,other,1.6,windows,ssd,0,256,14,8
lenovo,30,black,Used,intel,1.1,chrome,ssd,0,32,11.6,4
dell,159,black,Used,other,1.9,windows,hdd/ssd,8,256,12.5,8
dell,57,black,Used,intel,2.16,linux,hdd/ssd,16,16,11.6,4
samsung,550,silver,Used,intel,2.8,windows,hdd/ssd,256,256,15.6,16
microsoft,124,silver,Used,intel,1.1,windows,hdd/ssd,64,64,10.5,64
dell,130,black,Used,intel,2.6,windows,hdd/ssd,128,128,14,16
hp,130,other,Used,other,2.3,unknown,hdd,320,0,14,8
lg,275,gray,For parts or not working,nvidia,2,windows,hdd/ssd,512,512,16,16
lenovo,225,black,Used,intel,1.9,windows,hdd/ssd,16,256,14,16
hp,579,silver,Used,intel,2.4,windows,hdd/ssd,256,256,17.3,8
dell,95.94,black,Used,other,1.7,windows,ssd,0,128,13.3,4
dell,286,other,Used,other,1.8,windows,hdd/ssd,256,256,13.3,16
hp,120,silver,Used,intel,2.6,windows,ssd,0,256,14,8
dell,679,gray,Certified - Refurbished,nvidia,2.6,windows,ssd,0,512,15.6,32
lenovo,218.5,black,Used,intel,1.6,windows,ssd,0,256,13.3,16
dell,328,other,Good - Refurbished,intel,2.6,windows,ssd,0,1000,11.6,16
microsoft,124,silver,Used,intel,1.1,windows,hdd/ssd,64,64,10.5,64
microsoft,409,silver,Open box,intel,2.4,windows,ssd,0,256,12.3,8
dell,125.94,black,Very Good - Refurbished,intel,2.4,windows,ssd,0,240,14,8
hp,89.94,gray,Used,intel,1,windows,ssd,0,128,11.6,8
lenovo,949,gray,Used,intel,1.7,windows,ssd,0,512,14,16
dell,270,black,Excellent - Refurbished,other,4.8,windows,hdd/ssd,512,512,13.3,16
hp,180,silver,Used,other,2.5,windows,ssd,0,256,14,8
dell,399,black,Used,intel,1.7,unknown,hdd/ssd,512,512,14,32
lenovo,649.5,gray,New,nvidia,2.1,windows,hdd/ssd,512,512,15.6,16
hp,780,silver,New,intel,1.7,windows,hdd/ssd,1000,4000,17.3,64
asus,609,blue,New,amd,4.4,windows,hdd/ssd,1000,1000,16,16
samsung,450,blue,Used,intel,2.8,windows,ssd,0,512,13.3,16
lenovo,156.1,other,Used,other,2.6,windows,ssd,0,256,14,8
hp,350,silver,Used,intel,1,windows,ssd,0,1000,15.6,32
dell,388,black,Used,intel,1,windows,ssd,0,256,13.3,8
dell,190,black,Used,other,2.3,windows,hdd,500,0,14,8
hp,390,silver,New,intel,2.4,windows,hdd/ssd,256,256,15.6,8
dell,100,black,Used,other,2.3,windows,hdd/ssd,256,256,14,8
asus,840,black,Used,nvidia,2.3,windows,hdd/ssd,512,512,16,16
